ID,Title,Address,Latitude,Longitude,City,State,Country,"Postal Code",Message,Categories
18,"DENISMOTO SNC","Via Santa Caterina, 185 - Acqui Terme, 15011 Alessandria, Italy",44.6753803,8.456486799999993,,,,,"<p>DENISMOTO SNC </p>\n<p>Via Santa Caterina 185 - 15011 Acqui Terme (AL)</p>\n<p>Telefono: 0144.980347</p>\n<p>Fax:</p>\n<p>Mobile: 366.3551511</p>\n<p>Mail: <a href=""mailto:info@denismoto.it"">info@denismoto.it</a></p>\n",Piemonte
19,CROSSTRADER,"Via Giovanni Arpino, 40 - Sanfrè, 12040 CN, Italy",44.75272220000001,7.798297400000024,,,,,"<p>CROSSTRADER</p>\n<p>Via Giovanni Arpino 40 - 12040 Sanfrè (CN)</p>\n<p>Telefono: 0172.1802072 </p>\n<p>Fax:	</p>\n<p>Mobile: 345.9016333</p>\n<p>Mail: <a href=""mailto:info@crosstrader.it"">info@crosstrader.it</a></p>\n",Piemonte
20,"RB SUPERBIKE RACING","Strada Genova, 260 - Moncalieri, 10024 Torino, Italy",44.985099,7.7335396999999375,,,,,"<p>RB SUPERBIKE RACING </p>\n<p>Strada Genova 260 - 10024 Moncalieri  (TO)</p>\n<p>Telefono: 011.6470710 </p>\n<p>Fax:	011.6470710</p>\n<p>Mobile: 347.7369619</p>\n<p>Mail: <a href=\"mailto:superbike.torino@gmail.com\">superbike.torino@gmail.com</a></p>\n",Piemonte
21,"TTR SNC","Via Ponte Ramello, Ramello, Scopa, Vercelli, Italy",45.7828721,8.099059600000032,,,,,"<p>TTR SNC</p>\n<p>Via Ponte Ramello 1 - 13027 Scopa (VC)</p>\n<p>Telefono:	</p>\n<p>Fax:</p>\n<p>Mobile: 347.3624632</p>\n<p>Mail: <a href=""mailto:ttrsnc@yahoo.it"">ttrsnc@yahoo.it</a></p>\n",Piemonte
22,"HARD RACE ","Via Copernico Niccolò, 8 37030 Vago di Lavagno",45.4196688,11.132177299999967,,,,,"<p>HARD RACE </p>\n<p>Via Copernico Niccolò 8 - 37030 Vago di Lavagno (VR) </p>\n<p>Telefono: 045.8980710</p>\n<p>Fax:	045.8980710</p>\n<p>Mobile:</p>\n<p>Mail: <a href=\"mailto:hard.race@libero.it\">hard.race@libero.it</a></p>\n",Veneto
23,"RED POINT MOTO","Via Maiella 10 - Spineta, 67063 Oricola, AQ, Italy",42.07597200000001,13.05585700000006,,Abruzzo,Italy,67063,"<p>RED POINT MOTO </p>\n<p>Via Maiella 10 - 67063 Oricola (AQ)</p>\n<p>Telefono:  </p>\n<p>Fax:</p>\n<p>Mobile: 320.3687532</p>\n<p>Mail: <a href=""mailto:redpointmoto@icloud.com"">redpointmoto@icloud.com</a></p>\n",Abruzzo
24,"BAG'S MOTO ","Via Belisario, 123 - 60043 Cerreto d'Esi AN",43.3166022,12.98618620000002,,,,,"<p>BAG\'S MOTO </p>\n<p>Via Belisario 123 - 60043 Cerreto d\'Esi (AN)</p>\n<p>Telefono: 073.2678728</p>\n<p>Fax:	</p>\n<p>Mobile:</p>\n<p>Mail: <a href=\"mailto:bagsmoto@libero.it\">bagsmoto@libero.it</a></p>\n",Marche
25,"MC RACING ","Via Dei Gheghi 69 - 55012 Segromigno In Monte (LU).",43.87836,10.58614,,,,,"<p>MC RACING </p>\n<p>Via Dei Gheghi 69 - 55012 Segromigno In Monte (LU).</p>\n<p>Telefono: 058.3920546 </p>\n<p>Fax: 058.3922432</p>\n<p>Mobile:</p>\n<p>Mail: <a href=\"mailto:mc_racing@libero.it\">mc_racing@libero.it</a></p>\n",Toscana
26,"SABATINI MOTO ","Via di Ripa, 39 - Empoli, 50053 Firenze, Italy",43.721067,10.928274999999985,,,,,"<p>SABATINI MOTO </p>\n<p>Via di Ripa 39 - 50053 Empoli (FI)</p>\n<p>Telefono: 0571.81211</p>\n<p>Fax:	0571.81211</p>\n<p>Mobile:</p>\n<p>Mail: <a href=\"mailto:info@sabatinimoto.com\">info@sabatinimoto.com</a></p>\n",Toscana
27,"RENT FOR CAGLIARI SRL","Via Giovanni Maria Angioj, 36 - Cagliari, 09124 Italy",39.2164574,9.11143949999996,,,,,"<p>RENT FOR CAGLIARI SRL</p>\n<p>Via Giovanni Maria Angioj 36 - 09124 Cagliari (CA)</p>\n<p>Telefono:  </p>\n<p>Fax:	</p>\n<p>Mobile: 391.1113988</p>\n<p>Mail: <a href=""mailto:rentforcagliari@gmail.com"">rentforcagliari@gmail.com</a></p>\n",Sardegna
28,"VERNAGALLO RACING","Via Giuseppe Gandolfo, 3 - 90145 Palermo, Province of Palermo, Italy",38.12613,13.327139999999986,Palermo,Sicilia,Italy,90145,"<p>VERNAGALLO RACING </p>\n<p>Via Giuseppe Gandolfo 3 - 90145 Palermo (PL)</p>\n<p>Telefono: 0912.521604</p>\n<p>Fax:	0912.521604</p>\n<p>Mobile: 392.0042144</p>\n<p>Mail: <a href=""mailto:vernagallo.motoservice@virgilio.it"">vernagallo.motoservice@virgilio.it</a></p>\n",Sicilia
29,"AUTO & MOTOSERVICE ALDEIN S.N.C.","Handwerkerzone 10 - Aldino (BZ)",46.36563644127948,11.355315619079647,Aldein,"Trentino-Alto Adige",Italy,39040,"<p>AUTO & MOTOSERVICE ALDEIN S.N.C.</p>\n<p>Handwerkerzone 10 - 39040  Aldino (BZ)</p>\n<p>Telefono: 0471.886012</p>\n<p>Fax: 0471.886012</p>\n<p>Mobile: 349.7124432</p>\n<p>Mail: <a href=""mailto:automotoservice.aldein@gmail.com"">automotoservice.aldein@gmail.com</a></p>","Trentino Aldo Adige"
30,"BOX MOTO","Via Ponticello, 38 b, Caniezza, 31034 Cavaso del Tomba, Treviso, Italy",45.852753,11.899133000000006,"Cavaso del Tomba",Veneto,Italy,31034,"<p>BOX MOTO</p>\n<p>Via Ponticello 38B - 31034 Cavaso del Tomba (TV)</p>\n<p>Telefono:</p>\n<p>Fax: </p>\n<p>Mobile: 335.7597420</p>\n<p>Mail: <a href=""mailto:boxmoto2013@gmail.com"">boxmoto2013@gmail.com</a></p>",Veneto
31,"DIRTY WHEELS SNC","Via Maiella 6 - Verona 37132 (VR)",45.4275368,11.061494400000015,Verona,Veneto,Italy,37132,"<p>DIRTY WHEELS SNC</p>\n<p>Via Maiella 6 - Verona 37132 (VR)</p>\n<p>Telefono: 045.2227636</p>\n<p>Fax:</p>\n<p>Mobile :348.8286617</p>\n<p>Mail: <a href=""mailto:info@dirtywheels.it"">info@dirtywheels.it</a></p>",Veneto
32,QUATTROSTELLE,"Via Repubblica 17 - Stradella (PV)",45.0711019,9.303934400000003,Stradella,Lombardia,Italy,27049,"<p>QUATTROSTELLE</p>\n<p>Via Repubblica 17 - 27049  Stradella (PV)</p>\n<p>Telefono: 0385.48656</p>\n<p>Fax: </p>\n<p>Mobile:</p>\n<p>Mail: <a href=""mailto:info@quattrostellemoto.it"">info@quattrostellemoto.it</a></p>",Lombardia
33,"GALLO RACING POINT","Strada Provinciale 101 - 6 - Volpeglino (AL)",44.89343009426821,8.95974564180301,Volpeglino,Piemonte,Italy,15050,"<p>GALLO RACING POINT</p>\n<p>Strada Provinciale-101  6 - 15050 Volpeglino (AL) </p>\n<p>Telefono: </p>\n<p>Fax: </p>\n<p>Mobile: 348.8087836</p>\n<p>Mail: <a href=""mailto:galloracingpoint@yahoo.it"">galloracingpoint@yahoo.it</a></p>",Piemonte
36,"F.LLI MARINO SAS","Via Pontevecchio 36L , Carasco (GE)",44.34907500000001,9.340346199999999,Carasco,Liguria,Italy,16042,"<p>F.LLI MARINO  SAS </p>\n<p>Via Pontevecchio 36L - 16042 Carasco (GE)</p>\n<p>Telefono: 0185.1871629</p>\n<p>Fax:</p>\n<p>Mobile: 348.3323695</p>\n<p>Mail: <a href=""mailto:motoracingcarasco@libero.it"">motoracingcarasco@libero.it</a></p>\n",Liguria
37,"MOTO SPEED","Moto Speed Des Erlacher Martin Ohg, Via Vecchia della Pusteria, Vahrn, Province of Bolzano - South Tyrol, Italy",46.7388849,11.651464000000033,Vahrn,"Trentino-Alto Adige",Italy,39040,"<p>MOTO SPEED </p>\n<p>Strada Val Pusteria 4 - 39040 Varna – Novacella (BZ) </p>\n<p>Telefono:  0472.835397</p>\n<p>Fax:</p>\n<p>Mobile: 392.2008720</p>\n<p>Mail: <a href=""mailto:info@motospeed.info"">info@motospeed.info</a></p>\n","Trentino Aldo Adige"
39,DNG,"Via Dante Alighieri, 23 - Feltre, 32032 BL, Italy",46.0187839,11.8904268,Feltre,Veneto,Italy,32032,"<p>DNG</p>\n<p>Via Dante Alighieri 23 - 32032 Feltre (BL)</p>\n<p>Telefono:   0439.022006 </p>\n<p>Fax:</p>\n<p>Mobile: </p>\n<p>Mail: <a href=""mailto:info@dngricambi.it"">info@dngricambi.it</a></p>\n",Veneto
40,"IL CROSS","Via del Molino, 3 - 34070 Fogliano Redipuglia, Gorizia, Italy",45.85677,13.484429999999975,"Fogliano Redipuglia","Friuli-Venezia Giulia",Italy,34070,"<p>IL CROSS</p>\n<p>Via del Molino 3 - 34070 Fogliano Redipuglia (GO)</p>\n<p>Telefono:  0481/489621 </p>\n<p>Fax:</p>\n<p>Mobile: </p>\n<p>Mail: <a href=""mailto:ilcross@tiscali.it"">ilcross@tiscali.it</a></p>\n","Friuli Venezia Giuila"
41,"CHIANTI MOTO","Chianti Moto & Bike s.r.l., Barberino Val D'elsa, Metropolitan City of Florence, Italy",43.488097,11.124944000000028,"Barberino Val D'elsa",,Italy,50021,"<p>CHIANTI MOTO </p>\n<p>Via Cristoforo Colombo snc - 50021 Barberino Val D'elsa (FI)</p>\n<p>Telefono:  055.8078287</p>\n<p>Fax: 055.8069257</p>\n<p>Mobile: 393.9676221</p>\n<p>Mail: <a href=""mailto:info@chiantimotobike.it"">info@chiantimotobike.it</a></p>\n",Toscana
42,"RIDERS SAS","Via Cesare Fagiani, 7 - Lanciano, 66034 Chieti, Italy",42.223272,14.38595799999996,Lanciano,Abruzzo,Italy,66034,"<p>RIDERS SAS</p>\n<p>Via Cesare Fagiani 7 - 66034 Lanciano (CH)</p>\n<p>Telefono: 0872.711164</p>\n<p>Fax:</p>\n<p>Mobile:  </p>\n<p>Mail: <a href=""mailto:riderslanciano@gmail.com"">riderslanciano@gmail.com</a></p>\n",Abruzzo
43,GALLINGOMME,"Località Sugremaro, 2 - Sugremaro, Province of Parma, Italy",44.492468,9.673371999999972,Compiano,Emilia-Romagna,Italy,43053,"<p>GALLINGOMME</p>\n<p>Località Sugremaro 2 - 43053 Sugremaro (PR)</p>\n<p>Telefono: 0525.823089</p>\n<p>Fax:</p>\n<p>Mobile:  338.1557599 </p>\n<p>Mail: <a href=""mailto:info@gallingomme.com"">info@gallingomme.com </a></p>\n","Emilia Romagna"
44,"AEFFE MOTOR","Aeffe Motor, Via 25 Aprile, Como, Province of Como, Italy",45.84308859999999,9.040611600000034,Maslianico,CO,Italy,22026,"<p>AEFFE MOTOR</p>\n<p> Via 25 Aprile 12 - 22026 Maslianico (CO) </p>\n<p>Telefono: 031/511113 </p>\n<p>Fax: 031/511113</p>\n<p>Mobile:  </p>\n<p>Mail: <a href=""mailto:info@aeffemotor.it""> info@aeffemotor.it </a></p>\n",
45,"BRUNO MOTO","Via Milano, 38 - Almè, 24011 BG, Italy",45.7369358,9.608540199999993,Almè,Lombardia,Italy,24011,"<p>BRUNO MOTO</p>\n<p>Via Milano 38 - 24011 Almè  (BG)</p>\n<p>Telefono: 035.639050 / 035.575677</p>\n<p>Fax: 035.0662038</p>\n<p>Mobile:  </p>\n<p>Mail: <a href=""mailto:info@brunomoto.it"">info@brunomoto.it</a></p>\n",Lombardia
46,MOTOTECNICA,"Via Giuseppe Baj, 2 - Gavirate, 21026 Varese, Italy",45.844773,8.715711300000066,Gavirate,Lombardia,Italy,21026,"<p>MOTOTECNICA</p>\n<p>Via Giuseppe Baj 2 - 21026 Gavirate (VA)</p>\n<p>Telefono: 0332.747079</p>\n<p>Fax: 0332.743357</p>\n<p>Mobile:  </p>\n<p>Mail: <a href=""mailto:info@mototecnica.va.it"">info@mototecnica.va.it</a></p>\n",Lombardia
47,"SAPORITI SNC","Via Dante, 16 - 21012 Cassano Magnago, VA, Italy",45.6727654,8.828963899999962,"Cassano Magnago",Lombardia,Italy,21012,"<p>SAPORITI SNC</p>\n<p>Via Dante 16 - 21012 Cassano Magnago (VA)</p>\n<p>Telefono: 0331.206255</p>\n<p>Fax: 0331.207291</p>\n<p>Mobile:  </p>\n<p>Mail: <a href=""mailto:info@saporitimoto.com"">info@saporitimoto.com</a></p>\n",Lombardia
48,MOTOMANIA,"Via Martinola 14 - Crevoladossola, 28865 VB, Italy",46.14906080000001,8.298410900000022,Crevoladossola,Piemonte,Italy,28865,"<p>MOTOMANIA</p>\n<p>Via Martinola 14 - 28865 Crevoladossola (VB)</p>\n<p>Telefono: 0324.33331</p>\n<p>Fax: 0324.238190</p>\n<p>Mobile:  </p>\n<p>Mail: <a href=""mailto:moto_mania@libero.it"">moto_mania@libero.it</a></p>\n",Piemonte
49,BMS,"Via delle Polentine, 16 - Gavardo, Province of Brescia, Italy",45.5904541,10.443311499999936,Gavardo,Lombardia,Italy,25085,"<p> BMS </p>\n<p>Via delle Polentine 16 - 25085 Gavardo (BR)</p>\n<p>Telefono: 0365.376197 </p>\n<p>Fax: 0365.337014 </p>\n<p>Mobile:  </p>\n<p>Mail: <a href=""mailto:info@bmsmoto.it"">info@bmsmoto.it</a></p>\n",Lombardia
50,"MOTORMIX SRL","Via Adua, 96 - Reggio Emilia, Province of Reggio Emilia, Italy",44.70251,10.65661,"Reggio Emilia",Emilia-Romagna,Italy,42124,"<p>MOTORMIX SRL</p>\n<p>Via Adua 96 - 28865 Reggio Emilia (RE)</p>\n<p>Telefono: 0522.922447</p>\n<p>Fax: 0522.920823</p>\n<p>Mobile:  </p>\n<p>Mail: <a href=""mailto:info@motormixsrl.it"">info@motormixsrl.it</a></p>\n","Emilia Romagna"
51,"MOTORTECH SRL","Via Pinzolo, 78 - Tione di Trento, 38079 Province of Trento, Italy",46.0422605,10.726993099999959,"Tione di Trento","Trentino-Alto Adige",Italy,38079,"<p>MOTORTECH SRL</p>\n<p>Via Pinzolo 78 -  38079 Tione di Trento (TR)</p>\n<p>Telefono: </p>\n<p>Fax: </p>\n<p>Mobile:  334.9946154</p>\n<p>Mail: <a href=""mailto:curti_luca@live.it"">curti_luca@live.it</a></p>\n","Trentino Aldo Adige"
52,"SEMBENINI SRL","Viale San Francesco, 35 - 38066 Riva del Garda, Province of Trento, Italy",45.8859251,10.844446199999993,"Riva del Garda","Trentino-Alto Adige",Italy,38066,"<p>SEMBENINI SRL</p>\n<p>Viale San Francesco 35 - 38066 Riva del Garda (TR)</p>\n<p>Telefono: 0464.552128</p>\n<p>Fax: 0464.560659</p>\n<p>Mobile:  </p>\n<p>Mail: <a href=""mailto:gino@sembenini.it"">gino@sembenini.it</a></p>\n","Trentino Aldo Adige"
53,"FURLOTTI MOTO","Via Salvo D'Acquisto, 45 - Salsomaggiore Terme, Province of Parma, Italy",44.8203693,10.001004299999977,"Salsomaggiore Terme",Emilia-Romagna,Italy,43039,"<p>FURLOTTI MOTO</p>\n<p>Via Salvo D'Acquisto 45 - 43039  Salsomaggiore Terme (PR)</p>\n<p>Telefono: 0524.581163</p>\n<p>Fax: </p>\n<p>Mobile:  </p>\n<p>Mail: <a href=""mailto:furlotti.moto@libero.it"">furlotti.moto@libero.it</a></p>\n","Emilia Romagna"
54,"WRT MOTORS","Via Firenze, 120/6 - Livorno, 57121 Province of Livorno, Italy",43.5753094,10.336149400000068,Livorno,Toscana,Italy,57121,"<p>WRT MOTORS</p>\n<p>Via Firenze 120/6 - 57121 Livorno (LI)</p>\n<p>Telefono: 0586.374666</p>\n<p>Fax: </p>\n<p>Mobile:  </p>\n<p>Mail: <a href=""mailto:info@wrtmotors.com"">info@wrtmotors.com</a></p>\n<p><a  rel=""http://www.shercomotorcycles.it/wp-content/uploads/2017/01/VETRINA_WRT.jpg"" class=""fancybox"">Visualizza Foto Negozio</a></p>\n\n",Toscana
55,"2T RACING SNC","Via Taboga, 212/15 - Gemona, Gemona del Friuli, Udine, Italy",46.27890120000001,13.10909700000002,"Gemona del Friuli","Friuli-Venezia Giulia",Italy,33013,"<p>2T RACING SNC</p>\n<p>Via Taboga 212/15 - 33013 Gemona del Friuli (Udine)</p>\n<p>Telefono: 0432.972280</p>\n<p>Fax: 0432.972519</p>\n<p>Mobile:  </p>\n<p>Mail: <a href=""mailto:info@2tracing.it"">info@2tracing.it</a></p>\n","Friuli Venezia Giuila"
56,"CROSSTRADER - Torino","Via Circonvallazione, 30 - Buriasco, 10060 Metropolitan City of Turin, Italy",44.87053179999999,7.411230899999964,Buriasco,Piemonte,Italy,10060,"<p> CROSSTRADER </p>\n<p>Via Circonvallazione 30 - 10060 Buriasco  (TO)</p>\n<p>Telefono: </p>\n<p>Fax: </p>\n<p>Mobile: 345.9016333 </p>\n<p>Mail: <a href=""mailto:info@crosstrader.it"">info@crosstrader.it</a></p>\n",Piemonte
57,"OFFICINA TOSI MAURIZIO","Via Ronchi, 30 - Ono San Pietro, 25040 Brescia, Italy",46.0127907,10.342902500000037,Ceto,Lombardia,Italy,25040,"<p>OFFICINA TOSI MAURIZIO</p>\n<p>VIA RONCHI 30 - 25040 Ono San Pietro (BR)</p>\n<p>Telefono: 0364.433097</p>\n<p>Fax: </p>\n<p>Mobile:  </p>\n<p>Mail: <a href=""mailto:info@tosimoto.eu"">info@tosimoto.eu</a></p>\n",Lombardia
58,"MAX MOTO","Max Moto Concessionario Honda, Via Colombo Cristoforo, Monselice, Padova, Italy",45.229958,11.744901000000027,Monselice,Veneto,Italy,35043,"<p>MAX MOTO </p>\n<p>Via Colombo Cristoforo 57/59 - Monselice (Padova)</p>\n<p>Telefono: 0429.74960</p>\n<p>Fax: </p>\n<p>Mobile:  </p>\n<p>Mail: <a href=""mailto:maxmoto.mail@tiscali.it"">maxmoto.mail@tiscali.it</a></p>\n",Veneto
59,"PUCE TECH MOTO","Via Pio XII, 109 - Spongano, Province of Lecce, Italy",40.0138205,18.36217940000006,Spongano,Puglia,Italy,73038,"<p> PUCE TECH MOTO </p>\n<p>Via Pio XII 109 - 73038 Spongano (Lecce)</p>\n<p>Telefono: 340.5147387</p>\n<p>Fax: </p>\n<p>Mobile:  </p>\n<p>Mail: <a href=""mailto:pucetechmoto@gmail.com"">pucetechmoto@gmail.com</a></p>\n",Puglia
60,"MOTO JUMP","Via A. Adolini, 3 - Nepi, Province of Viterbo, Italy",42.237597,12.341332999999963,Nepi,Lazio,Italy,01036,"<p>MOTO JUMP</p>\n<p>Via A. Adolini 3 - 01036 Nepi (VT)</p>\n<p>Telefono: 0761.556602</p>\n<p>Fax: </p>\n<p>Mobile:  331.6566366</p>\n<p>Mail: </p>\n",Lazio
61,"CRD MOTO di CELLETTI FEDERICO","Strada Teverina, 1 - Viterbo, VT, Italy",42.43352489999999,12.104110900000023,Viterbo,Lazio,Italy,01100,"<p>CRD MOTO di CELLETTI FEDERICO</p>\n<p>Strada Teverina 1 - 01100 Viterbo (VT)</p>\n<p>Telefono: </p>\n<p>Fax: </p>\n<p>Mobile:  388.6505763</p>\n<p>Mail: crdmoto@gmail.com</p>\n",Lazio
62,"MOTORACE SRL","Motorace Srl, Treviglio, Province of Bergamo, Italy",45.510807,9.574536999999964,Treviglio,Lombardia,Italy,24047,"<p>MOTORACE SRL</p>\n<p>Corso Europa 38 - 24067 Sarnico (BG)</p>\n<p>Telefono:  035.913506</p>\n<p>Fax: </p>\n<p>Mobile:  </p>\n<p>Mail: <a href=""mailto:moto.r@tin.it"">moto.r@tin.it</a></p>\n",Lombardia
63,"LUNARDI RACING","Lunardi Racing, Vedelago, Province of Treviso, Italy",45.68546099999999,11.99598739999999,Vedelago,Veneto,Italy,31050,"<p>LUNARDI RACING</p>\n<p>Via Vicenza 30 Int. 1 - 31050 Vedelago   (TV)</p>\n<p>Telefono: 0423.700079</p>\n<p>Fax: </p>\n<p>Mobile:  </p>\n<p>Mail: <a href=""mailto:lunardiracing@libero.it"">lunardiracing@libero.it</a></p>\n",Veneto
64,"BIKE & CO SRL","Via Giovanni Amendola, 5 - Voghera, Province of Pavia, Italy",44.9971266,9.018185700000004,Voghera,Lombardia,Italy,27058,"<p>BIKE & CO SRL</p>\n<p>Via Amendola 5/Bis – 27058 Voghera (PV)</p>\n<p>Telefono:</p>\n<p>Fax: </p>\n<p>Mobile:  348.8087836 </p>\n<p>Mail: <a href=""mailto:commerciale@bikeco.eu"">commerciale@bikeco.eu</a></p>",Lombardia
65,"AUTO SERVICE L'AQUILA SAS","Via Giuseppe Saragat, Nucleo Industriale Pile, Áquila, Italy",42.3497862,13.352464499999996,L'Aquila,Abruzzo,Italy,67100,"<p>AUTO SERVICE L'AQUILA SAS</p>\n<p>Via Marconi 11 - 67100 L'Aquila (AQ)</p>\n<p>Telefono: 0862.65371 </p>\n<p>Fax: </p>\n<p>Mobile:  </p>\n<p>Mail: <a href=""mailto:serviziautoaq@gmail.com"">serviziautoaq@gmail.com</a></p>\n",Abruzzo
68,"MANCINELLI MOTORS SRL","Mancinelli Motors S. R. L., Strada Fontana la Trinità, Perugia, Province of Perugia, Italy",43.1073876,12.3297503,Perugia,Umbria,Italy,06073,"<p>MANCINELLI MOTORS SRL</p>\n<p>Strada Fontana La Trinità Snc – 06132 Olmo (PG)</p>\n<p>Telefono: 075.5289987</p>\n<p>Fax: </p>\n<p>Mobile:  </p>\n<p>Mail: <a href=""mailto:info@mancinellimotors.it"">info@mancinellimotors.it</a></p>\n",Umbria
69,"MOTOR SERVICE","Via Madonna delle Grazie, 3 - 84060 Roccagloriosa SA",40.098249,15.438045,Roccagloriosa,Campania,Italy,84060,"<p>MOTORSERVICE OFFROAD</p>\n<p>Via Madonna delle Grazie 3 - 84060 Roccagloriosa (SA)</p>\n<p>Telefono: 0974.981478 </p>\n<p>Fax: </p>\n<p>Mobile:  340.1134999</p>\n<p>Mail: <a href=""mailto:florindofinamore@tiscali.it"">florindofinamore@tiscali.it</a></p>\n",Campania
